,LINK,MARKETCAP_RS_CR,P_BY_E,BOOK_VALUE_RS,DIV_PERCENT,MARKET_LOT,INDUSTRY_P_BY_E,EPS_TTM,P_BY_C,PRICE_BY_BOOK,DIV_YIELD_PERCENT,FACE_VALUE,sector,company_code,company_name
439,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/tataelxsi/TE,8317.02,34.65,89.76,160.0,1,22.18,38.54,31.34,14.88,1.2,10.0,computerssoftware,TE,tataelxsi
440,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tataglobalbeverage/TT,17005.79,31.81,66.76,250.0,1,31.24,8.47,30.28,4.04,0.93,1.0,plantationsteacoffee,TT,tataglobalbeverage
441,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/tatainvestmentcorporation/TIC,4497.98,18.94,486.81,180.0,1,34.92,43.1,18.93,1.68,2.2,10.0,financeinvestments,TIC,tatainvestmentcorporation
445,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/tataspongeiron/TSI,1474.47,10.47,640.54,200.0,1,8.96,91.47,9.63,1.49,2.09,10.0,steelspongeiron,TSI,tataspongeiron
446,http://www.moneycontrol.com/india/stockpricequote/steellarge/tatasteel/TIS,68375.92,16.4,511.35,330.0,1,16.58,34.63,8.66,1.11,5.81,10.0,steellarge,TIS,tatasteel
447,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/tataconsultancyservices/TCS,707214.41,28.02,198.16,5000.0,1,22.18,65.93,26.3,9.32,2.71,1.0,computerssoftware,TCS,tataconsultancyservices
448,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/techmahindra/TM4,64353.15,16.09,172.33,180.0,1,22.18,40.8,13.82,3.81,1.37,5.0,computerssoftware,TM4,techmahindra
449,http://www.moneycontrol.com/india/stockpricequote/electricequipment/technoelectricengineeringcompany/TEE,3035.66,22.95,87.31,0.0,1,21.24,11.74,22.49,3.09,,2.0,electricequipment,TEE,technoelectricengineeringcompany
450,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/texmacorailengineering/TRE,1503.72,148.59,47.51,25.0,1,21.24,0.46,52.18,1.44,0.37,1.0,infrastructuregeneral,TRE,texmacorailengineering
451,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/thermax/T,12544.18,52.66,222.23,300.0,1,27.31,19.99,41.48,4.74,0.57,2.0,infrastructuregeneral,T,thermax
452,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/thomascookindia/TCI,9864.04,18.56,31.32,37.5,1,20.7,14.35,17.94,8.5,0.14,1.0,miscellaneous,TCI,thomascookindia
453,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/thyrocaretechnologies/TT16,3097.7,32.25,96.14,100.0,1,50.7,17.88,28.64,6.0,1.73,10.0,hospitalsmedicalservices,TT16,thyrocaretechnologies
454,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tifinancialholdings/TII,11504.95,194.03,51.63,125.0,1,34.92,3.16,194.03,11.88,0.2,1.0,miscellaneous,TII,tifinancialholdings
455,http://www.moneycontrol.com/india/stockpricequote/bearings/timkenindia/TI23,4873.56,52.93,104.39,10.0,1,33.78,13.54,36.05,6.87,0.14,10.0,bearings,TI23,timkenindia
456,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/titagarhwagons/TW04,1089.9,377.4,77.72,40.0,1,21.24,0.25,68.37,1.21,0.85,2.0,infrastructuregeneral,TW04,titagarhwagons
457,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/titancompany/TI01,78023.09,67.09,61.67,260.0,1,66.68,13.1,61.33,14.25,0.3,1.0,miscellaneous,TI01,titancompany
458,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/torrentpharmaceuticals/TP06,23733.66,49.25,263.18,280.0,1,28.83,28.48,27.41,5.33,1.0,5.0,pharmaceuticals,TP06,torrentpharmaceuticals
459,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/torrentpower/TP14,10847.52,11.77,162.42,22.0,1,11.31,19.18,5.34,1.39,0.97,10.0,powergenerationdistribution,TP14,torrentpower
460,http://www.moneycontrol.com/india/stockpricequote/retail/trent/T04,10032.64,86.01,49.88,100.0,1,68.9,3.51,63.29,6.05,0.33,1.0,retail,T04,trent
461,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/trident/AI01,2874.12,10.89,58.64,15.0,1,13.57,5.18,4.31,0.96,2.66,10.0,textilesspinningcottonblended,AI01,trident
462,http://www.moneycontrol.com/india/stockpricequote/electricequipment/triveniturbine/TT14,3796.33,38.61,14.97,120.0,1,32.08,2.98,32.32,7.69,1.04,1.0,electricequipment,TT14,triveniturbine
463,http://www.moneycontrol.com/india/stockpricequote/domesticappliances/ttkprestige/TTK02,6664.22,25.94,962.42,270.0,1,48.01,222.38,23.63,5.99,0.47,10.0,domesticappliances,TTK02,ttkprestige
464,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tvtodaynetwork/TVT,2509.03,21.37,125.58,40.0,1,33.06,19.68,16.88,3.35,0.48,5.0,mediaentertainment,TVT,tvtodaynetwork
465,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tv18broadcast/IBN,9000.39,93.75,22.13,0.0,1,33.06,0.56,78.36,2.37,,2.0,mediaentertainment,IBN,tv18broadcast
466,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/tvsmotorcompany/TVS,26239.06,39.59,64.64,250.0,1,21.21,13.95,26.2,8.54,0.45,1.0,auto23wheelers,TVS,tvsmotorcompany
467,http://www.moneycontrol.com/india/stockpricequote/tyres/tvssrichakra/TVS03,2291.76,19.49,904.51,507.0,1,25.91,153.6,12.33,3.31,1.69,10.0,tyres,TVS03,tvssrichakra
469,http://www.moneycontrol.com/india/stockpricequote/packaging/uflex/U01,1875.69,18.58,296.73,35.0,1,22.08,13.98,5.82,0.88,1.35,10.0,packaging,U01,uflex
470,http://www.moneycontrol.com/india/stockpricequote/financegeneral/ujjivanfinancialservices/UFS01,4582.37,12628.33,145.06,5.0,1,34.92,0.03,9471.25,2.61,0.13,10.0,financegeneral,UFS01,ujjivanfinancialservices
471,http://www.moneycontrol.com/india/stockpricequote/cementmajor/ultratechcement/UTC01,104188.55,46.7,943.98,105.0,1,35.64,81.25,26.08,4.02,0.28,10.0,cementmajor,UTC01,ultratechcement
472,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unichemlaboratories/UL02,1655.73,0.65,523.65,150.0,1,28.83,363.48,0.64,0.45,1.27,2.0,pharmaceuticals,UL02,unichemlaboratories
475,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/unitedbreweries/UB02,30483.27,77.38,103.12,115.0,1,65.07,14.9,46.64,11.18,0.1,1.0,breweriesdistilleries,UB02,unitedbreweries
476,http://www.moneycontrol.com/india/stockpricequote/chemicals/upl/UP04,31482.47,57.44,161.32,350.0,1,36.35,10.76,25.94,3.83,1.13,2.0,chemicals,UP04,upl
477,http://www.moneycontrol.com/india/stockpricequote/electricequipment/vguardindustries/VI02,8388.6,62.94,14.96,70.0,1,46.21,3.13,55.18,13.17,0.36,1.0,electricequipment,VI02,vguardindustries
478,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/vatechwabag/VTW,2122.07,18.12,172.2,200.0,1,27.31,21.43,16.81,2.25,1.03,2.0,infrastructuregeneral,VTW,vatechwabag
479,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/vakrangee/VS,7078.1,10.68,19.46,200.0,1,22.18,6.26,10.61,3.44,2.99,1.0,computerssoftwaremediumsmall,VS,vakrangee
480,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/vardhmantextiles/VT10,6988.76,12.81,694.17,150.0,1,13.57,95.01,9.03,1.75,1.23,10.0,textilesspinningcottonblended,VT10,vardhmantextiles
481,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/varunbeverages/VB05,13755.45,56.76,125.77,25.0,1,46.13,13.27,26.66,5.99,0.33,10.0,foodprocessing,VB05,varunbeverages
482,http://www.moneycontrol.com/india/stockpricequote/miningminerals/vedanta/SG,87632.91,12.08,234.11,1945.0,1,14.25,19.52,8.68,1.01,8.25,1.0,miningminerals,SG,vedanta
484,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/vijayabank/VB03,6683.76,9.2,75.43,12.0,1,11.67,5.57,8.06,0.68,2.34,10.0,bankspublicsector,VB03,vijayabank
485,http://www.moneycontrol.com/india/stockpricequote/chemicals/vinatiorganics/VO01,4869.04,33.84,160.32,25.0,1,30.56,28.0,29.12,5.91,0.05,2.0,chemicals,VO01,vinatiorganics
486,http://www.moneycontrol.com/india/stockpricequote/plastics/vipindustries/VIP,6005.99,50.66,36.63,120.0,1,34.36,8.39,46.4,11.6,0.56,2.0,plastics,VIP,vipindustries
487,http://www.moneycontrol.com/india/stockpricequote/diversified/voltas/V,17172.92,34.26,105.36,350.0,1,21.24,15.15,32.99,4.93,0.67,1.0,diversified,V,voltas
488,http://www.moneycontrol.com/india/stockpricequote/cigarettes/vstindustries/VST,4582.31,25.19,463.87,750.0,1,28.8,117.79,20.73,6.4,2.53,10.0,cigarettes,VST,vstindustries
489,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/wabcoindia/WAB,13356.78,48.96,811.52,140.0,1,62.82,143.84,39.92,8.68,0.1,5.0,autoancillaries,WAB,wabcoindia
490,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/welspuncorp/WGS,3128.34,24.88,72.97,10.0,1,17.39,4.74,8.61,1.62,0.42,5.0,steeltubespipes,WGS,welspuncorp
491,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/welspunindia/WI03,5455.66,17.92,24.93,65.0,1,18.01,3.03,7.07,2.18,1.2,1.0,textilesweaving,WI03,welspunindia
492,http://www.moneycontrol.com/india/stockpricequote/hotels/westlifedevelopment/DIC,5328.1,3113.18,30.79,0.0,1,65.7,0.11,3113.18,11.12,,2.0,hotels,DIC,westlifedevelopment
493,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/whirlpoolindia/WI,19335.9,55.14,144.53,30.0,1,48.01,27.64,42.76,10.54,0.2,10.0,consumergoodswhitegoods,WI,whirlpoolindia
494,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/wipro/W,126754.3,16.41,86.96,50.0,1,22.18,15.87,14.51,2.99,0.38,2.0,computerssoftware,W,wipro
495,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/wockhardt/W05,7074.24,102.96,116.42,200.0,1,28.83,6.21,40.44,5.49,1.56,5.0,pharmaceuticals,W05,wockhardt
496,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/wonderlaholidays/WH01,1845.03,47.95,84.0,10.0,1,20.7,6.81,24.59,3.89,0.31,10.0,miscellaneous,WH01,wonderlaholidays
497,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/yesbank/YB,78302.02,18.54,111.72,135.0,1,32.65,18.32,17.58,3.04,0.8,2.0,banksprivatesector,YB,yesbank
498,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/zeeentertainmententerprises/ZEE,52249.19,27.35,60.59,290.0,1,33.06,19.89,25.49,8.98,0.53,1.0,mediaentertainment,ZEE,zeeentertainmententerprises
499,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/zensartechnologies/ZT02,5750.15,29.86,293.53,120.0,1,22.18,42.8,24.09,4.35,0.94,10.0,computerssoftware,ZT02,zensartechnologies
