,DETAIL,magnitude,parameter
4744,SCS04,225.00%,DIV (%)
4745,SCS04,1,Market Lot
4746,SCS04,48.93,INDUSTRY P/E
4747,SCS04,26.15,EPS (TTM)
4748,SCS04,51.73,P/C
4749,SCS04,15.12,PRICE/BOOK
4750,SCS04,0.32%,DIV YIELD.(%)
4751,SCS04,2.00,FACE VALUE (Rs)
4752,SB9,"6,994.24",MARKET CAP (Rs Cr)
4753,SB9,-,P/E
4754,SB9,94.49,BOOK VALUE (Rs)
4755,SB9,0.00%,DIV (%)
4756,SB9,1,Market Lot
4757,SB9,12.43,INDUSTRY P/E
4758,SB9,-,EPS (TTM)
4759,SB9,-,P/C
4760,SB9,0.52,PRICE/BOOK
4761,SB9,-%,DIV YIELD.(%)
4762,SB9,10.00,FACE VALUE (Rs)
4763,SI10,"11,687.00",MARKET CAP (Rs Cr)
4764,SI10,38.29,P/E
4765,SI10,85.91,BOOK VALUE (Rs)
4766,SI10,10.00%,DIV (%)
4767,SI10,1,Market Lot
4768,SI10,39.36,INDUSTRY P/E
4769,SI10,15.26,EPS (TTM)
4770,SI10,26.77,P/C
4771,SI10,6.80,PRICE/BOOK
4772,SI10,0.17%,DIV YIELD.(%)
4773,SI10,10.00,FACE VALUE (Rs)
4774,TS09,"4,403.72",MARKET CAP (Rs Cr)
4775,TS09,288.98,P/E
4776,TS09,33.98,BOOK VALUE (Rs)
4777,TS09,100.00%,DIV (%)
4778,TS09,1,Market Lot
4779,TS09,21.82,INDUSTRY P/E
4780,TS09,1.03,EPS (TTM)
4781,TS09,275.60,P/C
4782,TS09,8.76,PRICE/BOOK
4783,TS09,0.34%,DIV YIELD.(%)
4784,TS09,1.00,FACE VALUE (Rs)
4785,TNN,"1,917.13",MARKET CAP (Rs Cr)
4786,TNN,-,P/E
4787,TNN,240.19,BOOK VALUE (Rs)
4788,TNN,75.00%,DIV (%)
4789,TNN,1,Market Lot
4790,TNN,13.31,INDUSTRY P/E
4791,TNN,-,EPS (TTM)
4792,TNN,10.67,P/C
4793,TNN,1.15,PRICE/BOOK
4794,TNN,2.71%,DIV YIELD.(%)
4795,TNN,10.00,FACE VALUE (Rs)
4796,TC,"18,794.64",MARKET CAP (Rs Cr)
4797,TC,10.64,P/E
4798,TC,416.96,BOOK VALUE (Rs)
4799,TC,110.00%,DIV (%)
4800,TC,1,Market Lot
4801,TC,9.86,INDUSTRY P/E
4802,TC,69.36,EPS (TTM)
4803,TC,9.93,P/C
4804,TC,1.77,PRICE/BOOK
4805,TC,1.49%,DIV YIELD.(%)
4806,TC,10.00,FACE VALUE (Rs)
4807,TC14,"2,279.53",MARKET CAP (Rs Cr)
4808,TC14,36.32,P/E
4809,TC14,49.27,BOOK VALUE (Rs)
4810,TC14,150.00%,DIV (%)
4811,TC14,1,Market Lot
4812,TC14,32.14,INDUSTRY P/E
4813,TC14,3.36,EPS (TTM)
4814,TC14,26.77,P/C
4815,TC14,2.48,PRICE/BOOK
4816,TC14,1.23%,DIV YIELD.(%)
4817,TC14,1.00,FACE VALUE (Rs)
4818,TC17,"17,375.03",MARKET CAP (Rs Cr)
4819,TC17,65.13,P/E
4820,TC17,334.10,BOOK VALUE (Rs)
4821,TC17,60.00%,DIV (%)
4822,TC17,1,Market Lot
4823,TC17,341.93,INDUSTRY P/E
4824,TC17,9.36,EPS (TTM)
4825,TC17,15.84,P/C
4826,TC17,1.82,PRICE/BOOK
4827,TC17,0.98%,DIV YIELD.(%)
4828,TC17,10.00,FACE VALUE (Rs)
4829,TE,"8,119.60",MARKET CAP (Rs Cr)
4830,TE,33.83,P/E
4831,TE,89.76,BOOK VALUE (Rs)
4832,TE,160.00%,DIV (%)
4833,TE,1,Market Lot
4834,TE,21.82,INDUSTRY P/E
4835,TE,38.54,EPS (TTM)
4836,TE,30.59,P/C
4837,TE,14.53,PRICE/BOOK
4838,TE,1.23%,DIV YIELD.(%)
4839,TE,10.00,FACE VALUE (Rs)
4840,TT,"17,217.22",MARKET CAP (Rs Cr)
4841,TT,32.21,P/E
4842,TT,66.76,BOOK VALUE (Rs)
4843,TT,250.00%,DIV (%)
4844,TT,1,Market Lot
4845,TT,32.14,INDUSTRY P/E
4846,TT,8.47,EPS (TTM)
4847,TT,30.65,P/C
4848,TT,4.09,PRICE/BOOK
4849,TT,0.92%,DIV YIELD.(%)
4850,TT,1.00,FACE VALUE (Rs)
4851,TIC,"5,003.20",MARKET CAP (Rs Cr)
4852,TIC,21.07,P/E
4853,TIC,486.81,BOOK VALUE (Rs)
4854,TIC,180.00%,DIV (%)
4855,TIC,1,Market Lot
4856,TIC,36.62,INDUSTRY P/E
4857,TIC,43.10,EPS (TTM)
4858,TIC,21.05,P/C
4859,TIC,1.87,PRICE/BOOK
4860,TIC,1.98%,DIV YIELD.(%)
4861,TIC,10.00,FACE VALUE (Rs)
4862,TM03,"87,544.41",MARKET CAP (Rs Cr)
4863,TM03,-,P/E
4864,TM03,68.13,BOOK VALUE (Rs)
4865,TM03,0.00%,DIV (%)
4866,TM03,1,Market Lot
4867,TM03,37.26,INDUSTRY P/E
4868,TM03,-,EPS (TTM)
4869,TM03,43.25,P/C
4870,TM03,4.45,PRICE/BOOK
4871,TM03,-%,DIV YIELD.(%)
4872,TM03,2.00,FACE VALUE (Rs)
4873,TMD,"5,777.41",MARKET CAP (Rs Cr)
4874,TMD,-,P/E
4875,TMD,68.13,BOOK VALUE (Rs)
4876,TMD,0.00%,DIV (%)
4877,TMD,1,Market Lot
4878,TMD,37.26,INDUSTRY P/E
4879,TMD,-,EPS (TTM)
4880,TMD,25.68,P/C
4881,TMD,2.64,PRICE/BOOK
4882,TMD,-%,DIV YIELD.(%)
4883,TMD,2.00,FACE VALUE (Rs)
4884,TPC,"20,596.85",MARKET CAP (Rs Cr)
4885,TPC,-,P/E
4886,TPC,43.99,BOOK VALUE (Rs)
4887,TPC,130.00%,DIV (%)
4888,TPC,1,Market Lot
4889,TPC,11.73,INDUSTRY P/E
4890,TPC,-,EPS (TTM)
4891,TPC,-,P/C
4892,TPC,1.73,PRICE/BOOK
4893,TPC,1.71%,DIV YIELD.(%)
4894,TPC,1.00,FACE VALUE (Rs)
4895,TSI,"1,691.38",MARKET CAP (Rs Cr)
4896,TSI,12.01,P/E
4897,TSI,653.06,BOOK VALUE (Rs)
4898,TSI,110.00%,DIV (%)
4899,TSI,1,Market Lot
4900,TSI,9.66,INDUSTRY P/E
4901,TSI,91.47,EPS (TTM)
4902,TSI,11.04,P/C
4903,TSI,1.68,PRICE/BOOK
4904,TSI,1.00%,DIV YIELD.(%)
4905,TSI,10.00,FACE VALUE (Rs)
4906,TIS,"68,147.14",MARKET CAP (Rs Cr)
4907,TIS,16.34,P/E
4908,TIS,478.87,BOOK VALUE (Rs)
4909,TIS,100.00%,DIV (%)
4910,TIS,1,Market Lot
4911,TIS,16.94,INDUSTRY P/E
4912,TIS,34.63,EPS (TTM)
4913,TIS,8.63,P/C
4914,TIS,1.18,PRICE/BOOK
4915,TIS,1.77%,DIV YIELD.(%)
4916,TIS,10.00,FACE VALUE (Rs)
4917,TCS,"705,012.98",MARKET CAP (Rs Cr)
4918,TCS,27.93,P/E
4919,TCS,198.16,BOOK VALUE (Rs)
4920,TCS,5000.00%,DIV (%)
4921,TCS,1,Market Lot
4922,TCS,21.82,INDUSTRY P/E
4923,TCS,65.93,EPS (TTM)
4924,TCS,26.22,P/C
4925,TCS,9.29,PRICE/BOOK
4926,TCS,2.72%,DIV YIELD.(%)
4927,TCS,1.00,FACE VALUE (Rs)
4928,TM4,"69,310.35",MARKET CAP (Rs Cr)
4929,TM4,17.33,P/E
4930,TM4,172.35,BOOK VALUE (Rs)
4931,TM4,180.00%,DIV (%)
4932,TM4,1,Market Lot
4933,TM4,21.82,INDUSTRY P/E
4934,TM4,40.80,EPS (TTM)
4935,TM4,14.89,P/C
4936,TM4,4.10,PRICE/BOOK
4937,TM4,1.27%,DIV YIELD.(%)
4938,TM4,5.00,FACE VALUE (Rs)
4939,TEE,"3,296.52",MARKET CAP (Rs Cr)
4940,TEE,24.92,P/E
4941,TEE,87.31,BOOK VALUE (Rs)
4942,TEE,0.00%,DIV (%)
4943,TEE,1,Market Lot
4944,TEE,23.24,INDUSTRY P/E
4945,TEE,11.74,EPS (TTM)
4946,TEE,24.42,P/C
4947,TEE,3.35,PRICE/BOOK
4948,TEE,-%,DIV YIELD.(%)
4949,TEE,2.00,FACE VALUE (Rs)
4950,TRE,"1,578.52",MARKET CAP (Rs Cr)
4951,TRE,155.98,P/E
4952,TRE,47.51,BOOK VALUE (Rs)
4953,TRE,25.00%,DIV (%)
4954,TRE,1,Market Lot
4955,TRE,23.24,INDUSTRY P/E
4956,TRE,0.46,EPS (TTM)
4957,TRE,54.77,P/C
4958,TRE,1.51,PRICE/BOOK
4959,TRE,0.35%,DIV YIELD.(%)
4960,TRE,1.00,FACE VALUE (Rs)
4961,T,"13,433.09",MARKET CAP (Rs Cr)
4962,T,56.40,P/E
4963,T,222.23,BOOK VALUE (Rs)
4964,T,300.00%,DIV (%)
4965,T,1,Market Lot
4966,T,29.78,INDUSTRY P/E
4967,T,19.99,EPS (TTM)
4968,T,44.42,P/C
4969,T,5.07,PRICE/BOOK
4970,T,0.53%,DIV YIELD.(%)
4971,T,2.00,FACE VALUE (Rs)
4972,TCI,"10,360.60",MARKET CAP (Rs Cr)
4973,TCI,19.49,P/E
4974,TCI,31.32,BOOK VALUE (Rs)
4975,TCI,37.50%,DIV (%)
4976,TCI,1,Market Lot
4977,TCI,21.95,INDUSTRY P/E
4978,TCI,14.35,EPS (TTM)
4979,TCI,18.84,P/C
4980,TCI,8.93,PRICE/BOOK
4981,TCI,0.13%,DIV YIELD.(%)
4982,TCI,1.00,FACE VALUE (Rs)
4983,TT16,"3,209.18",MARKET CAP (Rs Cr)
4984,TT16,33.41,P/E
4985,TT16,96.14,BOOK VALUE (Rs)
4986,TT16,100.00%,DIV (%)
4987,TT16,1,Market Lot
4988,TT16,48.56,INDUSTRY P/E
4989,TT16,17.88,EPS (TTM)
4990,TT16,29.67,P/C
4991,TT16,6.21,PRICE/BOOK
4992,TT16,1.67%,DIV YIELD.(%)
4993,TT16,10.00,FACE VALUE (Rs)
4994,TII,"12,098.35",MARKET CAP (Rs Cr)
4995,TII,204.07,P/E
4996,TII,51.63,BOOK VALUE (Rs)
4997,TII,125.00%,DIV (%)
4998,TII,1,Market Lot
4999,TII,36.62,INDUSTRY P/E
5000,TII,3.16,EPS (TTM)
5001,TII,204.07,P/C
5002,TII,12.49,PRICE/BOOK
5003,TII,0.19%,DIV YIELD.(%)
5004,TII,1.00,FACE VALUE (Rs)
5005,TI23,"5,130.60",MARKET CAP (Rs Cr)
5006,TI23,55.72,P/E
5007,TI23,104.39,BOOK VALUE (Rs)
5008,TI23,10.00%,DIV (%)
5009,TI23,1,Market Lot
5010,TI23,34.51,INDUSTRY P/E
5011,TI23,13.54,EPS (TTM)
5012,TI23,37.95,P/C
5013,TI23,7.23,PRICE/BOOK
5014,TI23,0.13%,DIV YIELD.(%)
5015,TI23,10.00,FACE VALUE (Rs)
5016,TW04,"1,155.00",MARKET CAP (Rs Cr)
5017,TW04,400.00,P/E
5018,TW04,77.73,BOOK VALUE (Rs)
5019,TW04,40.00%,DIV (%)
5020,TW04,1,Market Lot
5021,TW04,23.24,INDUSTRY P/E
5022,TW04,0.25,EPS (TTM)
5023,TW04,72.46,P/C
5024,TW04,1.29,PRICE/BOOK
5025,TW04,0.80%,DIV YIELD.(%)
5026,TW04,2.00,FACE VALUE (Rs)
5027,TI01,"80,215.92",MARKET CAP (Rs Cr)
5028,TI01,68.97,P/E
5029,TI01,61.67,BOOK VALUE (Rs)
5030,TI01,260.00%,DIV (%)
5031,TI01,1,Market Lot
5032,TI01,68.71,INDUSTRY P/E
5033,TI01,13.10,EPS (TTM)
5034,TI01,63.05,P/C
5035,TI01,14.65,PRICE/BOOK
5036,TI01,0.29%,DIV YIELD.(%)
5037,TI01,1.00,FACE VALUE (Rs)
5038,TP06,"25,050.22",MARKET CAP (Rs Cr)
5039,TP06,51.98,P/E
5040,TP06,263.18,BOOK VALUE (Rs)
5041,TP06,280.00%,DIV (%)
5042,TP06,1,Market Lot
5043,TP06,29.05,INDUSTRY P/E
5044,TP06,28.48,EPS (TTM)
5045,TP06,28.93,P/C
5046,TP06,5.62,PRICE/BOOK
5047,TP06,0.95%,DIV YIELD.(%)
5048,TP06,5.00,FACE VALUE (Rs)
5049,TP14,"12,169.22",MARKET CAP (Rs Cr)
5050,TP14,13.20,P/E
5051,TP14,162.42,BOOK VALUE (Rs)
5052,TP14,22.00%,DIV (%)
5053,TP14,1,Market Lot
5054,TP14,11.73,INDUSTRY P/E
5055,TP14,19.18,EPS (TTM)
5056,TP14,5.99,P/C
5057,TP14,1.56,PRICE/BOOK
5058,TP14,0.87%,DIV YIELD.(%)
5059,TP14,10.00,FACE VALUE (Rs)
5060,T04,"10,801.96",MARKET CAP (Rs Cr)
5061,T04,92.61,P/E
5062,T04,49.88,BOOK VALUE (Rs)
5063,T04,100.00%,DIV (%)
5064,T04,1,Market Lot
5065,T04,71.87,INDUSTRY P/E
5066,T04,3.51,EPS (TTM)
5067,T04,68.14,P/C
5068,T04,6.52,PRICE/BOOK
5069,T04,0.31%,DIV YIELD.(%)
5070,T04,1.00,FACE VALUE (Rs)
5071,AI01,"3,174.78",MARKET CAP (Rs Cr)
5072,AI01,12.03,P/E
5073,AI01,58.64,BOOK VALUE (Rs)
5074,AI01,15.00%,DIV (%)
5075,AI01,1,Market Lot
5076,AI01,14.46,INDUSTRY P/E
5077,AI01,5.18,EPS (TTM)
5078,AI01,4.76,P/C
5079,AI01,1.06,PRICE/BOOK
5080,AI01,2.41%,DIV YIELD.(%)
5081,AI01,10.00,FACE VALUE (Rs)
5082,TT14,"3,723.74",MARKET CAP (Rs Cr)
5083,TT14,37.87,P/E
5084,TT14,14.97,BOOK VALUE (Rs)
5085,TT14,120.00%,DIV (%)
5086,TT14,1,Market Lot
5087,TT14,32.05,INDUSTRY P/E
5088,TT14,2.98,EPS (TTM)
5089,TT14,31.70,P/C
5090,TT14,7.54,PRICE/BOOK
5091,TT14,1.06%,DIV YIELD.(%)
5092,TT14,1.00,FACE VALUE (Rs)
5093,TTK02,"6,756.63",MARKET CAP (Rs Cr)
5094,TTK02,26.30,P/E
5095,TTK02,962.42,BOOK VALUE (Rs)
5096,TTK02,270.00%,DIV (%)
5097,TTK02,1,Market Lot
5098,TTK02,48.93,INDUSTRY P/E
5099,TTK02,222.38,EPS (TTM)
5100,TTK02,23.96,P/C
5101,TTK02,6.08,PRICE/BOOK
5102,TTK02,0.46%,DIV YIELD.(%)
5103,TTK02,10.00,FACE VALUE (Rs)
5104,TVT,"2,724.08",MARKET CAP (Rs Cr)
5105,TVT,23.20,P/E
5106,TVT,125.58,BOOK VALUE (Rs)
5107,TVT,40.00%,DIV (%)
5108,TVT,1,Market Lot
5109,TVT,35.36,INDUSTRY P/E
5110,TVT,19.68,EPS (TTM)
5111,TVT,18.32,P/C
5112,TVT,3.64,PRICE/BOOK
5113,TVT,0.44%,DIV YIELD.(%)
5114,TVT,5.00,FACE VALUE (Rs)
5115,IBN,"9,874.71",**MARKET CAP (Rs Cr)
5116,IBN,102.86,P/E
5117,IBN,22.13,BOOK VALUE (Rs)
5118,IBN,0.00%,DIV (%)
5119,IBN,1,Market Lot
5120,IBN,35.36,INDUSTRY P/E
5121,IBN,0.56,EPS (TTM)
5122,IBN,85.97,P/C
5123,IBN,2.60,PRICE/BOOK
5124,IBN,-%,DIV YIELD.(%)
5125,IBN,2.00,FACE VALUE (Rs)
5126,TVS,"27,638.19",MARKET CAP (Rs Cr)
5127,TVS,41.70,P/E
5128,TVS,64.64,BOOK VALUE (Rs)
5129,TVS,250.00%,DIV (%)
5130,TVS,1,Market Lot
5131,TVS,22.15,INDUSTRY P/E
5132,TVS,13.95,EPS (TTM)
5133,TVS,27.60,P/C
5134,TVS,9.00,PRICE/BOOK
5135,TVS,0.43%,DIV YIELD.(%)
5136,TVS,1.00,FACE VALUE (Rs)
5137,TVS03,"2,300.91",MARKET CAP (Rs Cr)
5138,TVS03,19.56,P/E
5139,TVS03,904.51,BOOK VALUE (Rs)
5140,TVS03,507.00%,DIV (%)
5141,TVS03,1,Market Lot
5142,TVS03,27.04,INDUSTRY P/E
5143,TVS03,153.60,EPS (TTM)
5144,TVS03,12.38,P/C
5145,TVS03,3.32,PRICE/BOOK
5146,TVS03,1.69%,DIV YIELD.(%)
5147,TVS03,10.00,FACE VALUE (Rs)
5148,UCO,"7,712.52",MARKET CAP (Rs Cr)
5149,UCO,-,P/E
5150,UCO,23.06,BOOK VALUE (Rs)
5151,UCO,0.00%,DIV (%)
5152,UCO,1,Market Lot
5153,UCO,12.43,INDUSTRY P/E
5154,UCO,-,EPS (TTM)
5155,UCO,-,P/C
5156,UCO,0.85,PRICE/BOOK
5157,UCO,-%,DIV YIELD.(%)
5158,UCO,10.00,FACE VALUE (Rs)
5159,U01,"2,152.26",MARKET CAP (Rs Cr)
5160,U01,21.32,P/E
5161,U01,296.73,BOOK VALUE (Rs)
5162,U01,35.00%,DIV (%)
5163,U01,1,Market Lot
5164,U01,24.28,INDUSTRY P/E
5165,U01,13.98,EPS (TTM)
5166,U01,6.68,P/C
5167,U01,1.00,PRICE/BOOK
5168,U01,1.17%,DIV YIELD.(%)
5169,U01,10.00,FACE VALUE (Rs)
5170,UFS01,"4,709.37",MARKET CAP (Rs Cr)
5171,UFS01,"12,978.33",P/E
5172,UFS01,145.06,BOOK VALUE (Rs)
5173,UFS01,5.00%,DIV (%)
5174,UFS01,1,Market Lot
5175,UFS01,36.62,INDUSTRY P/E
5176,UFS01,0.03,EPS (TTM)
5177,UFS01,"9,733.75",P/C
5178,UFS01,2.68,PRICE/BOOK
5179,UFS01,0.13%,DIV YIELD.(%)
5180,UFS01,10.00,FACE VALUE (Rs)
5181,UTC01,"101,515.18",MARKET CAP (Rs Cr)
5182,UTC01,45.50,P/E
5183,UTC01,953.06,BOOK VALUE (Rs)
5184,UTC01,100.00%,DIV (%)
5185,UTC01,1,Market Lot
5186,UTC01,36.29,INDUSTRY P/E
5187,UTC01,81.25,EPS (TTM)
5188,UTC01,25.41,P/C
5189,UTC01,3.88,PRICE/BOOK
5190,UTC01,0.27%,DIV YIELD.(%)
5191,UTC01,10.00,FACE VALUE (Rs)
5192,UL02,"1,697.58",MARKET CAP (Rs Cr)
5193,UL02,0.66,P/E
5194,UL02,523.65,BOOK VALUE (Rs)
5195,UL02,150.00%,DIV (%)
5196,UL02,1,Market Lot
5197,UL02,29.05,INDUSTRY P/E
5198,UL02,363.48,EPS (TTM)
5199,UL02,0.65,P/C
5200,UL02,0.46,PRICE/BOOK
5201,UL02,1.24%,DIV YIELD.(%)
5202,UL02,2.00,FACE VALUE (Rs)
5203,UBI01,"10,563.90",MARKET CAP (Rs Cr)
5204,UBI01,-,P/E
5205,UBI01,159.76,BOOK VALUE (Rs)
5206,UBI01,0.00%,DIV (%)
5207,UBI01,1,Market Lot
5208,UBI01,12.43,INDUSTRY P/E
5209,UBI01,-,EPS (TTM)
5210,UBI01,-,P/C
5211,UBI01,0.57,PRICE/BOOK
5212,UBI01,-%,DIV YIELD.(%)
5213,UBI01,10.00,FACE VALUE (Rs)
5214,U,"1,237.51",MARKET CAP (Rs Cr)
5215,U,-,P/E
5216,U,31.08,BOOK VALUE (Rs)
5217,U,0.00%,DIV (%)
5218,U,1,Market Lot
5219,U,30.60,INDUSTRY P/E
5220,U,-,EPS (TTM)
5221,U,-,P/C
5222,U,0.15,PRICE/BOOK
5223,U,-%,DIV YIELD.(%)
5224,U,2.00,FACE VALUE (Rs)
5225,UB02,"33,638.95",MARKET CAP (Rs Cr)
5226,UB02,85.39,P/E
5227,UB02,103.12,BOOK VALUE (Rs)
5228,UB02,115.00%,DIV (%)
5229,UB02,1,Market Lot
5230,UB02,69.28,INDUSTRY P/E
5231,UB02,14.90,EPS (TTM)
5232,UB02,51.47,P/C
5233,UB02,12.34,PRICE/BOOK
5234,UB02,0.09%,DIV YIELD.(%)
5235,UB02,1.00,FACE VALUE (Rs)
5236,UP04,"35,582.68",MARKET CAP (Rs Cr)
5237,UP04,64.93,P/E
5238,UP04,161.32,BOOK VALUE (Rs)
5239,UP04,350.00%,DIV (%)
5240,UP04,1,Market Lot
5241,UP04,39.10,INDUSTRY P/E
5242,UP04,10.76,EPS (TTM)
5243,UP04,29.32,P/C
5244,UP04,4.33,PRICE/BOOK
5245,UP04,1.00%,DIV YIELD.(%)
5246,UP04,2.00,FACE VALUE (Rs)
5247,VI02,"9,074.17",MARKET CAP (Rs Cr)
5248,VI02,68.08,P/E
5249,VI02,14.96,BOOK VALUE (Rs)
5250,VI02,70.00%,DIV (%)
5251,VI02,1,Market Lot
5252,VI02,47.97,INDUSTRY P/E
5253,VI02,3.13,EPS (TTM)
5254,VI02,59.69,P/C
5255,VI02,14.24,PRICE/BOOK
5256,VI02,0.33%,DIV YIELD.(%)
5257,VI02,1.00,FACE VALUE (Rs)
5258,VTW,"2,270.74",MARKET CAP (Rs Cr)
5259,VTW,19.39,P/E
5260,VTW,172.20,BOOK VALUE (Rs)
5261,VTW,200.00%,DIV (%)
5262,VTW,1,Market Lot
5263,VTW,29.78,INDUSTRY P/E
5264,VTW,21.43,EPS (TTM)
5265,VTW,17.99,P/C
5266,VTW,2.41,PRICE/BOOK
5267,VTW,0.96%,DIV YIELD.(%)
5268,VTW,2.00,FACE VALUE (Rs)
5269,VS,"4,362.27",MARKET CAP (Rs Cr)
5270,VS,6.58,P/E
5271,VS,19.46,BOOK VALUE (Rs)
5272,VS,200.00%,DIV (%)
5273,VS,1,Market Lot
5274,VS,21.82,INDUSTRY P/E
5275,VS,6.26,EPS (TTM)
5276,VS,5.39,P/C
5277,VS,2.12,PRICE/BOOK
5278,VS,4.85%,DIV YIELD.(%)
5279,VS,1.00,FACE VALUE (Rs)
5280,VT10,"6,991.05",MARKET CAP (Rs Cr)
5281,VT10,12.81,P/E
5282,VT10,694.17,BOOK VALUE (Rs)
5283,VT10,150.00%,DIV (%)
5284,VT10,1,Market Lot
5285,VT10,14.46,INDUSTRY P/E
5286,VT10,95.01,EPS (TTM)
5287,VT10,9.03,P/C
5288,VT10,1.75,PRICE/BOOK
5289,VT10,1.23%,DIV YIELD.(%)
5290,VT10,10.00,FACE VALUE (Rs)
5291,VB05,"14,163.59",MARKET CAP (Rs Cr)
5292,VB05,58.45,P/E
5293,VB05,125.77,BOOK VALUE (Rs)
5294,VB05,25.00%,DIV (%)
5295,VB05,1,Market Lot
5296,VB05,51.97,INDUSTRY P/E
5297,VB05,13.27,EPS (TTM)
5298,VB05,27.45,P/C
5299,VB05,6.17,PRICE/BOOK
5300,VB05,0.32%,DIV YIELD.(%)
5301,VB05,10.00,FACE VALUE (Rs)
5302,SG,"88,748.07",MARKET CAP (Rs Cr)
5303,SG,12.23,P/E
5304,SG,234.11,BOOK VALUE (Rs)
5305,SG,1945.00%,DIV (%)
5306,SG,1,Market Lot
5307,SG,15.10,INDUSTRY P/E
5308,SG,19.52,EPS (TTM)
5309,SG,8.79,P/C
5310,SG,1.02,PRICE/BOOK
5311,SG,8.15%,DIV YIELD.(%)
5312,SG,1.00,FACE VALUE (Rs)
5313,VLF,264.56,MARKET CAP (Rs Cr)
5314,VLF,-,P/E
5315,VLF,250.88,BOOK VALUE (Rs)
5316,VLF,0.00%,DIV (%)
5317,VLF,1,Market Lot
5318,VLF,29.93,INDUSTRY P/E
5319,VLF,-,EPS (TTM)
5320,VLF,-,P/C
5321,VLF,0.03,PRICE/BOOK
5322,VLF,-%,DIV YIELD.(%)
5323,VLF,10.00,FACE VALUE (Rs)
5324,VB03,"7,348.87",MARKET CAP (Rs Cr)
5325,VB03,10.12,P/E
5326,VB03,75.43,BOOK VALUE (Rs)
5327,VB03,12.00%,DIV (%)
5328,VB03,1,Market Lot
5329,VB03,12.43,INDUSTRY P/E
5330,VB03,5.57,EPS (TTM)
5331,VB03,8.86,P/C
5332,VB03,0.75,PRICE/BOOK
5333,VB03,2.13%,DIV YIELD.(%)
5334,VB03,10.00,FACE VALUE (Rs)
5335,VO01,"5,096.45",MARKET CAP (Rs Cr)
5336,VO01,35.42,P/E
5337,VO01,160.32,BOOK VALUE (Rs)
5338,VO01,25.00%,DIV (%)
5339,VO01,1,Market Lot
5340,VO01,32.43,INDUSTRY P/E
5341,VO01,28.00,EPS (TTM)
5342,VO01,30.48,P/C
5343,VO01,6.19,PRICE/BOOK
5344,VO01,0.05%,DIV YIELD.(%)
5345,VO01,2.00,FACE VALUE (Rs)
5346,VIP,"6,303.46",MARKET CAP (Rs Cr)
5347,VIP,53.16,P/E
5348,VIP,36.63,BOOK VALUE (Rs)
5349,VIP,120.00%,DIV (%)
5350,VIP,1,Market Lot
5351,VIP,37.42,INDUSTRY P/E
5352,VIP,8.39,EPS (TTM)
5353,VIP,48.70,P/C
5354,VIP,12.18,PRICE/BOOK
5355,VIP,0.54%,DIV YIELD.(%)
5356,VIP,2.00,FACE VALUE (Rs)
5357,V,"17,220.90",MARKET CAP (Rs Cr)
5358,V,34.35,P/E
5359,V,105.36,BOOK VALUE (Rs)
5360,V,350.00%,DIV (%)
5361,V,1,Market Lot
5362,V,22.07,INDUSTRY P/E
5363,V,15.15,EPS (TTM)
5364,V,33.09,P/C
5365,V,4.94,PRICE/BOOK
5366,V,0.67%,DIV YIELD.(%)
5367,V,1.00,FACE VALUE (Rs)
5368,VST,"4,655.12",MARKET CAP (Rs Cr)
5369,VST,25.59,P/E
5370,VST,463.87,BOOK VALUE (Rs)
5371,VST,750.00%,DIV (%)
5372,VST,1,Market Lot
5373,VST,28.93,INDUSTRY P/E
5374,VST,117.79,EPS (TTM)
5375,VST,21.06,P/C
5376,VST,6.50,PRICE/BOOK
5377,VST,2.49%,DIV YIELD.(%)
5378,VST,10.00,FACE VALUE (Rs)
5379,WAB,"13,920.31",MARKET CAP (Rs Cr)
5380,WAB,51.02,P/E
5381,WAB,811.52,BOOK VALUE (Rs)
5382,WAB,140.00%,DIV (%)
5383,WAB,1,Market Lot
5384,WAB,64.25,INDUSTRY P/E
5385,WAB,143.84,EPS (TTM)
5386,WAB,41.61,P/C
5387,WAB,9.04,PRICE/BOOK
5388,WAB,0.10%,DIV YIELD.(%)
5389,WAB,5.00,FACE VALUE (Rs)
5390,WGS,"3,565.97",MARKET CAP (Rs Cr)
5391,WGS,28.36,P/E
5392,WGS,72.97,BOOK VALUE (Rs)
5393,WGS,10.00%,DIV (%)
5394,WGS,1,Market Lot
5395,WGS,19.46,INDUSTRY P/E
5396,WGS,4.74,EPS (TTM)
5397,WGS,9.81,P/C
5398,WGS,1.84,PRICE/BOOK
5399,WGS,0.37%,DIV YIELD.(%)
5400,WGS,5.00,FACE VALUE (Rs)
5401,WI03,"5,882.67",MARKET CAP (Rs Cr)
5402,WI03,19.32,P/E
5403,WI03,24.93,BOOK VALUE (Rs)
5404,WI03,65.00%,DIV (%)
5405,WI03,1,Market Lot
5406,WI03,19.56,INDUSTRY P/E
5407,WI03,3.03,EPS (TTM)
5408,WI03,7.62,P/C
5409,WI03,2.35,PRICE/BOOK
5410,WI03,1.11%,DIV YIELD.(%)
5411,WI03,1.00,FACE VALUE (Rs)
5412,DIC,"5,753.63",MARKET CAP (Rs Cr)
5413,DIC,"3,361.82",P/E
5414,DIC,30.79,BOOK VALUE (Rs)
5415,DIC,0.00%,DIV (%)
5416,DIC,1,Market Lot
5417,DIC,69.32,INDUSTRY P/E
5418,DIC,0.11,EPS (TTM)
5419,DIC,"3,361.82",P/C
